movieId,tmdbId,title,release_date,genres,overview,popularity,runtime,tagline,vote_average,vote_count,original_language,backdrop_path,poster_path,keywords
74115.0,31156.0,Dante's Hell Animated,2013.0,Animation,"Dante's Hell Animated is a real and truthful epic animation film that embarks Dante Alighieri's journey through the first part of the afterlife, Hell. It is a compelling four-quadrant film presented circle by circle in a chronological descent to the center of Hell, and to the exit into Purgatory. Dante's Hell Animated comes in two versions, one recited in primitive Italian in Dante's own words, and another narrated in English better understanding in this non-original language. Dante is guided by his hero Virgil through each circle of Hell and their subdivisions until they reach the center of the Earth and escaped to the other hemisphere into Purgatory. It features over 50 original color illustrations from the upcoming Dante's Hell comic book and magazine series, put together in a series of animation clips that will delight young and mature audiences.",2.735,35.0,The real epic animation as written by Dante Alighieri,8.0,3.0,en,,,
90819.0,157924.0,Pompeii: The Mystery of the People Frozen in Time,2013.0,Documentary,"In a one off landmark drama documentary for BBC One, Dr Margaret Mountford presents Pompeii: The Mystery Of The People Frozen In Time.",0.935,59.0,,5.3,3.0,en,/gFJr256x42kqT5v5qPmCPQjc3U8.jpg,/bMJSIq3Nl3mPE87ScQXzwHvT3Hg.jpg,
91483.0,70074.0,Alvo Duplo,2013.0,Ação|Crime|Thriller,"Jimmy Bobo foi contratado para matar um policial corrupto e consegue completar sua missão. Mas o contratante resolve matar ele e seu parceiro, dando início a uma intensa caçada. Só que o detetive Taylor Kwon, da polícia de Washington, também quer saber quem foi o responsável pela primeira morte. Agora, dois caras durões e pertencentes a lados opostos da lei vão unir forças para dar um ponto final nesta onda de assassinatos brutais, mas a tarefa não será nada fácil e muito sangue vai rolar.",19.471,102.0,Um mercenário nunca se aposenta.,5.5,957.0,en,/gXpkdI9ZKFVWxbszFZTw61FbREh.jpg,/4REs05LHFynRfJaj5Ee7rdeAPLy.jpg,k703
99007.0,82654.0,Meu Namorado é um Zumbi,2013.0,Terror|Comédia|Romance,"Em um mundo pós-apocalíptico, um zumbi romântico se apaixona por uma humana, e o envolvimento deles cria uma reação em cadeia. Ele quer provar que os zumbis podem mudar, mas o cenário indica uma batalha entre os vivos e os mortos-vivos.",25.379,97.0,,6.4,5202.0,en,/bDSskX0djG4K9yLDWFaFe1cFiaB.jpg,/2crhEXbDj2VtitHG5rh0CDhVjBz.jpg,k818|k12377
99437.0,75761.0,John Morre no Final,2013.0,Terror|Comédia,"Nas ruas, uma nova droga, apelidada Molho de Soja, deixa seus usuários em um suposto estado permanente de alucinação, mas na verdade abre as portas da percepção, revelando uma realidade que não pode ser vista normalmente.",8.433,99.0,,6.3,496.0,en,/iAmTmSUzpxrxz1KJwhrXsdMFRfi.jpg,/1IsviP0Tb05xUAFWz5b7FJ0qIHP.jpg,k703|k818|k1299|k34117|k281405
99721.0,76617.0,O Massacre da Serra Elétrica: A Lenda Continua,2013.0,Terror|Thriller,"Texas, 1974. Depois de cometer uma série de atrocidades contra um grupo de jovens, a bizarra família Sawyer é encurralada em sua casa por um grupo de moradores revoltados, dispostos a tudo, inclusive desrespeitando a ordem do xerife para saírem do local. Um massacre acontece e todos os Sawyer que estavam no local são mortos, sobrando apenas um bebê, que é salvo e adotado por um dos assassinos. Anos depois, bem longe dali, a jovem Heather planeja uma viagem com seu namorado e uns amigos, entretanto, ela é surpreendida com a notícia que sua avó – de quem ela nunca havia ouvido falar antes – estava morta e deixou para a garota uma herança no Texas. Com o apoio dos amigos, Heather parte para o local e descobre que é descendente dos Sawyer e que sua avó lhe deixou não apenas uma bela propriedade e dinheiro, como também um legado de terror e violência, que atende pelo nome Leatherface – um maníaco que fará de tudo para proteger sua família.",47.55,92.0,Ele está de volta. Mais real do que nunca.,5.5,1163.0,en,/yREtEP19MO8L0x13vLvIH75H50.jpg,/34y53bP3bWX4DTAr8cishqcyP4f.jpg,
99724.0,170178.0,K-11,2013.0,Drama,"Raymond Saxx Jr., a powerful record producer, wakes from a drug-induced blackout to find himself locked up and classified ""K-11."" Plunged into a nightmarish world ruled by a transsexual diva named Mousey, Raymond is truly a fish out of water. Complicating matters are a troubled young transgender named Butterfly, a predatory child molester and the ruthless Sheriff's Deputy, Lt. Johnson. Ray's struggle to contact the outside world and regain his freedom seems impossible, but he must learn to navigate this new power structure if he is ever going survive and be in control of his life again.",5.197,88.0,,6.0,47.0,en,,/ucQn8bEqCRstAHscjH4ryV08QgZ.jpg,k378
99728.0,82682.0,Caça aos Gângsteres,2013.0,Crime|Drama|Ação|Thriller,"Los Angeles, final da década de 1940. Mickey Cohen (Sean Penn) é um dos líderes da máfia do Brooklyn, usando a violência para conquistar espaço e respeito no meio. Quando ele decide expandir suas atividades pelo oeste dos Estados Unidos, um grupo especial da polícia é criado para capturá-lo. O encarregado por sua organização é John O'Mara (Josh Brolin), um policial incorruptível que escolhe a dedo os integrantes de sua grupo. Juntos eles precisam agir à margem da polícia, já que Mickey possui contatos dentro da corporação que permitem que saiba todos os movimentos antes mesmo que eles aconteçam.",12.519,113.0,,6.3,3313.0,en,/xtt75foG5MxEJHug9PBkSyuYJZa.jpg,/m7l8CWR6WS4mNWRzG9DvehK66l.jpg,k3149
99787.0,139038.0,Inatividade Paranormal,2013.0,Comédia|Terror,"Malcolm e Kisha se mudam para a casa dos sonhos, mas logo percebem que não estão sozinhos. Não porque a casa seja assombrada, mas porque Kisha está possuída por demônios. Para salvá-la, Malcolm contrata um grupo de paranormais.",72.279,86.0,,5.7,1331.0,en,/akKBMXHEesqfuoYFt7LaRptFAO0.jpg,/2Qi13G9tjRtCBeT6Lsw9jY45EES.jpg,k9755
99910.0,76640.0,O Último Desafio,2013.0,Ação|Crime|Thriller,"Após cair em desgraça em Los Angeles devido a uma operação fracassada, Ray Owens (Arnold Schwarzenegger) parte para o interior e assume a posição de xerife em uma pequena cidade na fronteira dos Estados Unidos com o México. O que ele não esperava era que um poderoso chefão das drogas, que escapou recentemente da prisão, quisesse cruzar a fronteira exatamente na cidade onde trabalha. Para enfrentá-lo Ray precisa reunir todo o pessoal que tem à disposição.",15.071,107.0,,6.0,2217.0,en,/86yCBuxCX5PV60Y1Gp0VO6K8imM.jpg,/brDYycnYgG6hxsM3Ysyqsg9ANyx.jpg,
