movieId,tmdbId,title,release_date,genres,overview,popularity,runtime,tagline,vote_average,vote_count,original_language,backdrop_path,poster_path,keywords
1115.0,141210.0,The Sleepover,2012.0,Comedy|Horror,"The town of Derry has a secret, but no one told the new kid. It's gonna be a long night.",1.2,6.0,,6.6,8.0,en,,/tdaZD1Db9CXu96oLdAHElJsBPfb.jpg,
2679.0,84198.0,A Place at the Table,2012.0,Documentary,"Using personal stories, this powerful documentary illuminates the plight of the 49 million Americans struggling with food insecurity. A single mother, a small-town policeman and a farmer are among those for whom putting food on the table is a daily battle.",4.113,84.0,One Nation. Underfed.,6.7,20.0,en,,/ptli8HtDrapZdVdBnYSN8zxJtw0.jpg,
89745.0,24428.0,Os Vingadores: The Avengers,2012.0,Ficção científica|Ação|Aventura,"Loki, o irmão de Thor, ganha acesso ao poder ilimitado do cubo cósmico ao roubá-lo de dentro das instalações da S.H.I.E.L.D. Nick Fury, o diretor desta agência internacional que mantém a paz, logo reúne os únicos super-heróis que serão capazes de defender a Terra de ameaças sem precedentes. Homem de Ferro, Capitão América, Hulk, Thor, Viúva Negra e Gavião Arqueiro formam o time dos sonhos de Fury, mas eles precisam aprender a colocar os egos de lado e agir como um grupo em prol da humanidade.",265.885,143.0,Os maiores heróis da terra juntos.,7.7,25544.0,en,/nNmJRkg8wWnRmzQDe2FwKbPIsJV.jpg,/u49fzmIJHkb1H4oGFTXtBGgaUS1.jpg,k9715|k9717
91360.0,91367.0,Sing Your Song,2012.0,Documentary,"Most people know the lasting legacy of Harry Belafonte, the entertainer. This film unearths his significant contribution to and his leadership in the civil rights movement in America and to social justice globally.",4.029,103.0,,7.0,8.0,en,,/3Fc0NaOYY68eUysKRdyIBpXeUPI.jpg,
91485.0,76163.0,Os Mercenários 2,2012.0,Ação|Aventura|Thriller,"O grupo de mercenários se unem para evitar que um criminoso roube uma grande quantidade de plutônio, que possibilitaria a produção de armas nucleares. Após o assassinato de um amigo e o sumiço do mapa que leva ao plutônio, o grupo sai em busca de vingança.",80.539,103.0,De volta à ação.,6.3,5445.0,en,/41QdmNKbwmVD7R6A7hMqMe9FYMy.jpg,/gEDpD6l2CJ8aLbtYLL2ecQ3yk09.jpg,
91500.0,70160.0,Jogos Vorazes,2012.0,Ficção científica|Aventura|Fantasia,"Num futuro distante, boa parte da população é controlada por um regime totalitário, que relembra esse domínio realizando um evento anual - e mortal - entre os 12 distritos sob sua tutela. Para salvar sua irmã caçula, a jovem Katniss Everdeen (Jennifer Lawrence) se oferece como voluntária para representar seu distrito na competição e acaba contando com a companhia de Peeta Melark (Josh Hutcherson), desafiando não só o sistema dominante, mas também a força dos outros oponentes.",58.676,142.0,O Mundo estará assistindo.,7.2,18411.0,en,/aIH9Cf1p0BCMAH7ijYWLvWCmVEr.jpg,/xAmbI0D90t74Xeq6K9nGeTXkd1U.jpg,k818
91529.0,49026.0,Batman: O Cavaleiro das Trevas Ressurge,2012.0,Ação|Crime|Drama|Thriller,"Após ser culpado pela morte de Harvey Dent e passar de herói a vilão, Batman desaparece. As coisas mudam com a chegada de uma ladra misteriosa, a Mulher-Gato, e Bane, um terrorista mascarado, que fazem Batman abandonar seu exílio forçado.",111.842,165.0,A lenda termina.,7.8,18452.0,en,/cKPfiu9IcCW0fMdKdQBXe3PRtTZ.jpg,/zRwO5BPPgkTNo1PoomZPE7wkKvQ.jpg,k9715|k9717
91535.0,49040.0,O Legado Bourne,2012.0,Ação|Thriller,"Eric Byer é encarregado de apagar os rastros que possam incriminar o governo em projetos sigilosos. Um deles é o Outcome, projeto que pretende suprimir a dor e aumentar a sensibilidade, inteligência e força dos agentes por meio de remédios. Com o fim do Outcome, os agente passam a ser eliminados a mando do próprio governo. No entanto, Aaron Cross consegue escapar e vai à casa da Dra. Martha Shearing atrás de respostas. Juntos, eles precisam sobreviver enquanto Aaron sofre da abstinência forçada.",45.291,135.0,,6.2,4649.0,en,/akNBILfG0vh7WhuzjA1bXfrgpYI.jpg,/bIXzjirvmasyho2jTzD2FzT1vJn.jpg,
91690.0,80038.0,Solteiros com Filhos,2012.0,Comédia|Romance,"Julie (Jennifer Westfeldt) e Jason (Adam Scott) são os melhores amigos um do outro, mas eles queriam muito ter um filho. Só que eles não curtem nem um pouco a confusão que as crianças trazem para os casais. Para isso, a solução encontrada pela dupla foi dar andamento a esta ""produção"", mantendo apenas a grande amizade existente entre os dois e recorrendo aos amigos para ajudar na empreitada. Será que isso vai dar certo?",8.58,100.0,Escolha Somente Duas,6.0,395.0,en,/kXetIGhMXyGzebuAYAr8BYGi7oy.jpg,/zLeLyZUGjJ0Ks9MH93pWystIyPt.jpg,k6054
91831.0,76487.0,Filha do Mal,2012.0,Thriller|Terror,"Isabella quer fazer um documentário sobre sua mãe, Maria, que está internada por ter matado três clérigos. Ela suspeita que Maria talvez esteja possuída por um demônio e chama dois exorcistas para ajudá-la.",22.288,83.0,,4.8,620.0,en,/xqJBx9a4u7pRpvrKc9sZrkPXJV1.jpg,/qtvpMHII28hudBSOfxEcq9kg95J.jpg,
