movieId,tmdbId,title,release_date,genres,overview,popularity,runtime,tagline,vote_average,vote_count,original_language,backdrop_path,poster_path,keywords
141692.0,306943.0,As Excluídas,2017.0,Comédia,"Depois de serem vítimas de uma brincadeira humilhante pela Abelha Rainha da escola, as melhores amigas nerds, Mindy e Jodi, decidem começar uma vingança escolar reunindo todos os nerd que já foram pisados por ela. Porém no meio da guerra é que a amizade de Jodi e Mindy será provada.",11.66,95.0,,6.2,439.0,en,/3uQh2dqjr0aNQg6dAKtdubJCkOZ.jpg,/eE7DFhPof4K3zQlJ7ku4VFrLaNE.jpg,k10873
143355.0,297762.0,Mulher-Maravilha,2017.0,Ação|Aventura|Fantasia,"Treinada desde cedo para ser uma guerreira imbatível, Diana Prince (Gal Gadot) nunca saiu da paradisíaca ilha em que é reconhecida como Princesa das Amazonas. Quando o piloto Steve Trevor (Chris Pine) se acidenta e cai numa praia do local, ela descobre que uma guerra sem precedentes está se espalhando pelo mundo e decide deixar seu lar certa de que pode parar o conflito. Lutando para acabar com todas as lutas, Diana percebe o alcance de seus poderes e sua verdadeira missão na Terra.",112.242,141.0,Poder. Honra. Conhecimento. Maravilha.,7.3,16963.0,en,/AaABt75ZzfMGrscUR2seabz4PEX.jpg,/ujQthWB6c0ojlARk28NSTmqidbF.jpg,k9715|k9717
143365.0,339988.0,O Círculo,2017.0,Drama|Thriller|Ficção científica,"Mae é uma universitária cujo sonho é trabalhar na maior empresa de tecnologia do mundo, O Círculo. A organização foi fundada por Eamon Bailey e o seu principal produto é o SeeChange, uma pequena câmera que permite aos usuários compartilharem detalhes de suas vidas com o mundo. Mae vê sua vida mudar completamente quando é contratada pela empresa e sua função passa a ser documentar sua vida em tempo integral. O que ela não imaginava, no entanto, é que toda essa exposição teria um preço, não só para ela, mas também para todos ao seu redor.",29.434,110.0,Saber é Bom. Saber Tudo é Muito Melhor.,5.5,3700.0,en,/hENBbG0J4zf4fFB3OVAC50poojR.jpg,/fHOLNgnV82ZXleXESKJoKtaWYxx.jpg,k15009
144172.0,334536.0,The Blackcoat's Daughter,2017.0,Terror|Thriller,"Kat (Kiernan Shipka) e Rose (Lucy Boynton) são deixadas sozinhas em uma escola preparatória durante as férias de inverno, quando seus pais, misteriosamente, deixam de buscá-las. Enquanto as meninas presenciam ocorrências cada vez mais estranhas e assustadoras, ela cruzam com outra história – a de Joan (Emma Roberts), uma jovem problemática, que, por razões desconhecidas, está determinada a chegar a Bramford o mais rápido que puder. À medida que Joan se aproxima da escola, Kat torna-se atormentada por visões cada vez mais intensas e horrorosas, com Rose fazendo o seu melhor para ajudar seu novo amigo, enquanto ela desliza cada vez mais no alcance de uma força maligna.",10.378,93.0,,5.7,439.0,en,/sQMts3InFfqd9NNzwISwLoOn6KN.jpg,/1XClORu9OKD0uiHqDcBy3mXr5mZ.jpg,k9712|k9826
149130.0,346472.0,The Zohar Secret,2017.0,Comedy|Drama|Science Fiction,"Max finds himself in possession of an ancient scroll that describes the entire history of humankind from beginning to end. Seeking to use the information for his own gain, Max triggers the mechanism that begins influencing his own life.",2.353,124.0,Man - Small World. World - Giant Man.,3.9,8.0,en,/w2o7f0Kjuaep2AnRkpmL9W7gJz9.jpg,/yUOQp7eD6fMJLnzBx8pVtyRMpN9.jpg,
150254.0,354216.0,The Devil's Candy,2017.0,Drama|Terror|Thriller,"Um artista (Ethan Embry) e sua família compram a casa dos seus sonhos, mas com o tempo descobrem que a propriedade tem uma misterioso passado e que o ex-inquilino quer mais do que simplesmente voltar para casa.",7.515,79.0,,6.3,494.0,en,/lcix4ZjVsO7YqHohmk0QLcJRRl5.jpg,/9Yz9DCan4tRfqZgDrCSgzUX1WXV.jpg,k9712|k9826|k10714
151900.0,360799.0,Mercenário das Galáxias,2017.0,Ação|Aventura|Mistério|Ficção científica,"É um filme de sobrevivência situado nas distantes estrelas. Kye é um prisioneiro de guerra travada entre dois exércitos em que ele não acredita. Quando lhe é oferecida uma oportunidade de liberdade Kye sai em uma última missão de resgate, ficando no entanto preso em uma lua deserta quando sua nave – o Arrowhead – é derruabda. Kye tem que aprender a sobreviver quando descobre uma nova forma de vida que vai desafiar o seu próprio corpo e alma.",4.296,95.0,,5.1,34.0,en,/1TIJUY1ZntUW2PgfwxA7BFZzJsp.jpg,/qh0ne4EfyGskda3Z7VPZaObjIoZ.jpg,k9951
152226.0,371003.0,Kill Game,2017.0,Horror,"In the fictional town of Grace Arbor the answers are never clear.Who is underneath the mask?PRANK is the story of a group of high school kids who amuse themselves by pulling pranks on unsuspecting students and teachers. They are all popular, good looking, the kids voted most likely to succeed. But at their core lies a cruelty and shallowness which comes with the territory of privilege. One night, a prank goes horribly wrong and a teenager is killed. The gang covers it up as a drowning accident but five years later, their lives are turned upside down when Jimmy Edwards, is killed by a serial killer wearing a haunting Marilyn Monroe mask. Soon, the gang are killed one by one in manners mirroring the pranks they pulled in high school. Is it revenge? Is it karma?",3.382,102.0,No one is laughing now.,4.9,16.0,en,,/a7CSbUGnz8ddzVIjkHwdFIYwSSz.jpg,k10714
152370.0,341050.0,Convergence,2017.0,Action|Thriller|Mystery,"Detective Ben Walls finds himself in a modern day Dante world, passing back and forth between the present and the future. Surrounded by the residents seeking redemption, Ben is left with the task to find a way out.",2.987,100.0,Where the path to heaven meets the road to hell.,4.5,16.0,en,/jK9Lpsw6BasG6g8VhRRT7ET7VCC.jpg,/8pvkDjFOcnNwSzLRofXX5G03wzh.jpg,
157176.0,332283.0,Mary Shelley,2017.0,Drama|Romance,"A história do romance entre o carismático poeta Percy Shelley e Mary Wollstonecraft, uma jovem de 17 anos que viria a se tornar a aclamada escritora Mary Shelley.",19.472,120.0,Seu maior amor inspirou sua criação mais sombria.,7.0,811.0,en,/3vp5dMXAzbl5JUoGgVXEBZMJn7i.jpg,/gKHJTsrfxJtfFNPQJn2hDNEMtFf.jpg,k9672
