movieId,tmdbId,title,release_date,genres,overview,popularity,runtime,tagline,vote_average,vote_count,original_language,backdrop_path,poster_path,keywords
4249.0,136558.0,Kingdom Come,2011.0,Comedy,"The documentary, Kingdom Come follows a first-time director (Daniel Gillies) as he tries to raise a million dollars to finance his first film, Broken Kingdom. This emotionally-charged journey is interwoven with over 30 rare interviews from acclaimed indie darlings including Mark Ruffalo, Illeana Douglas, Don Cheadle, Kevin Smith, Edward Burns, Tim Roth, Morgan Spurlock, Selma Blair, Robert Townsend, Bill Pullman and many more.",0.716,88.0,The unmaking of independent film,7.5,2.0,en,,/bc7u6bM4EfXRi8zPeJ2dJ45fhyh.jpg,
47237.0,77221.0,O Príncipe do Deserto,2011.0,Aventura|Drama,"Nessib (Antonio Banderas) e Ammar (Mark Strong) são líderes de seus povos e após a derrota do segundo para o primeiro, um acordo implicava na entrega dos dois filhos para serem criados pelo inimigo. Criados por Nessib ao lado da filha Princesa Leyla (Freida Pinto), Saleeh (Akin Gazi) e Auda (Tahar Rahim) se tornaram homens. Enquanto um só pensa em retornar para as terras do pai, o outro só quer saber de ler e conhecer cava vez mais coisas. Enquanto isso, uma nova disputa por terras está em curso, tendo em vista que um pequena faixa de terra esconde sob o solo um valioso e cobiçado líquido negro: o petróleo. Para completar, Saleeh tenta fugir das garras de Nessib, mas o plano não saiu como ele imaginava.",11.707,130.0,,6.5,199.0,en,/eAtdqbBletuvPzPDFx2CMSAEw8T.jpg,/yQYnk6Pmbjd0jyMUugP5exn4ppX.jpg,
80193.0,139433.0,No One Dies in Lily Dale,2011.0,Documentary,"A candid portrayal of Lily Dale, a spiritualist community in upstate New York, where most of the town's residents are registered Mediums who regularly give spiritual readings to visitors through alleged communication with the deceased.",2.238,90.0,,1.0,2.0,en,,,
80498.0,85819.0,Some Days Are Better Than Others,2011.0,Drama,"Some Days are Better Than Others is a poetic, character-driven film that asks why the good times slip by so fast while the difficult times seem so sticky. The film explores ideas of abundance, emptiness, human connection and abandonment while observing an interweaving web of awkward characters who maintain hope by inventing their own forms of communication and self-fulfillment.",2.381,93.0,,4.6,7.0,en,/vi4wGnUMwjNmFsR8tMSjwiji7fS.jpg,/t3K8nck9gxQWr6gm0Po3E9Vrag2.jpg,
82152.0,38117.0,A Fera,2011.0,Drama|Fantasia|Romance,"Kyle é um jovem bem-sucedido e cobiçado pelas mulheres, mas ao tentar humilhar Kendra, ela lança uma maldição que o deixa com o rosto deformado. Envergonhado, ele passa a viver isolado com a companhia de uma empregada e um professor cego contratado para lhe dar aulas. Para quebrar o feitiço, Kyle tem de fazer com que uma mulher consiga amá-lo de verdade. Ele volta a ter esperanças quando se aproxima de Lindy, uma colega da escola.",14.268,86.0,,6.3,2407.0,en,/36na33t7D3zKzaqdzEmURzQdx1j.jpg,/ewZDnY33pLLsVJOsEQHYyibzc9H.jpg,k818|k9673|k10541
83349.0,40805.0,O Besouro Verde,2011.0,Ação|Crime|Comédia,"Britt Reid (Seth Rogen) está perto dos 30 anos e não quer saber de responsabilidades, dedicando sua vida à diversão. Até o dia em que seu pai (Tom Wilkinson) morre misteriosamente e ele precisa assumir os negócios da família, ficando à frente de um grande e respeitado jornal. Milionário e entediado, Reid resolve criar um personagem junto com seu fiel funcionário Kato (Jay Chou), fera das artes marciais e grande inventor de máquinas revolucionárias. Cheios de vontade, surge então o Besouro Verde. Só que a cidade está nas garras de Chudnofsky (Christoph Waltz), um criminoso que busca meios der ser mais ameaçador para as pessoas.",16.386,119.0,Violando a Lei para Protegê-la,5.5,2585.0,en,/aBCn1z1tJGivVhY1nHSrXOQqQwG.jpg,/uE7ENs4fm3Hx7npHUhwBbKGKig8.jpg,k779|k9715|k9748
83480.0,23047.0,Caça às Bruxas,2011.0,Aventura|Fantasia|Ação,"Behmen (Nicolas Cage) lutou por vários anos nas Cruzadas, perdeu batalhas, amigos e também a fé. Ao desistir de ajudar a Igreja em sua luta pelo poder, ele só encontra devastação, fome e a peste negra. Ao lado de seu fiel escudeiro Felton (Ron Perlman), ele torna-se inimigo dos governantes, mas acaba recebendo uma missão que pode liquidar seus débitos: levar uma jovem, suspeita de ser uma bruxa, para um monastério distante. Mas o caminho será bastante tortuoso e mesmo antes de chegar ao destino, eles descobrirão que estão diante de forças sobrenaturais e que o mal está além de toda e qualquer compreensão.",104.293,95.0,,5.4,1900.0,en,/9Lm94WVtV4HPxr7NWNlwkhLKSeH.jpg,/oNyEYVm295JdZXbRi40XcqjOs7G.jpg,k616
83613.0,49849.0,Cowboys & Aliens,2011.0,Ação|Ficção científica|Thriller|Faroeste,"Em 1873, um estranho (Daniel Craig) sem memória vai parar em Absolution, cidade inóspita para visitantes e dominada pelo medo imposto pelo pulso forte do ""Coronel"" Woodrow Dollarhyde (Harrison Ford). Mas o inesperado acontece quando máquinas voadoras atacam a cidade e sequestram seus habitantes. É quando os humanos descobrem que precisam combater a invasão alienígena, forçando os homens brancos, bons e maus, e ainda os peles vermelhas a unir forças contra a ameaça extraterrestre.",81.918,119.0,"Primeiro Contato, Ultima Chance!",5.5,4104.0,en,/hwkhL81vsCSjf3ARs6DGpMIZe8n.jpg,/9uZsGCP4rvOHVGCpMpYq5gNCuNI.jpg,k9951
83910.0,44564.0,O Dilema,2011.0,Comédia|Drama,"Ronny (Vince Vaughn) e Nick (Kevin James) são amigos de longa data e a amizade se estende até mesmo na vida profissional onde trabalham juntos. Embora o primeiro ainda tenha uma bela namorada (Jennifer Connely), foi Nick que se casou primeiro. A vida de ambos seguia seu rumo e tudo corria bem até o dia em que Ronny flagra a esposa do amigo (Wynona Ryder) com outro (Channing Tatum) e resolve dar uma de investigador particular. Agora, ele tem este pequeno segredo para contar ao grande amigo, mas não tem a menor ideia de como vai fazer e, pior, não sabe se deve revelar a verdade. (RC)",7.636,111.0,,5.3,666.0,en,/wBdFNZC7YRbAsmlZVm3mGZoA2VT.jpg,/oc4r1EA43bV0WzZuh1fa2B3ZY46.jpg,k1326|k6054|k9673
83976.0,63578.0,The Trip,2011.0,Comedy|Drama,"When Steve Coogan is asked by The Observer to tour the country's finest restaurants, he envisions it as the perfect getaway with his beautiful girlfriend. But, when she backs out on him, he has no one to accompany him but his best friend and source of eternal aggravation, Rob Brydon.",6.681,107.0,"Eat, drink and try not to kill each other",6.8,222.0,en,/3ZKyx25IN4D91SjPkvoHoGZxEWG.jpg,/tjGrjHNjsR0klih0bkGBHbukMdX.jpg,
