movieId,tmdbId,title,release_date,genres,overview,popularity,runtime,tagline,vote_average,vote_count,original_language,backdrop_path,poster_path,keywords
107516.0,194188.0,Punk's Dead: SLC Punk 2,2016.0,Comedy,"Punk's Dead, the sequel to 1999 cult hit SLC Punk, is a punk romp through the Utah hinterlands. Ross, Penny and Crash, young outsiders from different tribes, embark on a road trip to a huge punk show. Ross, 19, is the love child of Trish and Heroin Bob, who died before Ross was born. During their odyssey, and with the help of a healthy dose of drugs, alcohol and punk music, Ross shreds his darkly Gothic outlook and embraces life. His mother Trish, who raised Ross alone in her steam punk shop, discovers that he is in a crisis. She recruits his 'uncles,' Bob's old SLC gang, to help find him. When all collide at the concert, they are forced to deal with their unresolved relationships with Bob.",1.706,75.0,A young punk's odyssey.,4.7,16.0,en,/eaadGOWEwKa0nIK6QaP3s1jpYvR.jpg,/zlj1TtW2wvKl0SI3u5TEqb9ZMm5.jpg,
127122.0,310119.0,Últimos Dias no Deserto,2016.0,Aventura|Drama|História,"Livremente baseado no Velho Testamento, Jesus Cristo (Ewan McGregor) viaja sozinho pelo deserto durante 40 dias de jejum e oração. Nessa jornada, ele enfrenta a personificação do Diabo (Também interpretado por Ewan McGregor), que põe em dúvida o amor de Deus, em um dramático teste de sua fé.",24.958,98.0,,5.6,120.0,en,/cJqwmOvejRNnUHHQfCYNMpfGPR7.jpg,/g7PQ0DoAnR5OB2ZzaZrCiQ6dNo8.jpg,k18034
127192.0,308453.0,Medalha de Bronze,2016.0,Drama|Comédia,"Em 2004, Hope Ann Gregory virou uma heroína americana depois de ganhar uma medalha de bronze para o time de ginástica feminino. Hoje em dia, ela ainda vive na sua pequena cidade natal, esquecida e amargurada. Presa ao passado, Hope deve reavaliar sua vida quando uma jovem ginasta promissora ameaça seu status de celebridade local.",7.629,108.0,,6.0,283.0,en,/2dGGxkimY0HekNFd3c0317vWkhO.jpg,/rz4EQRkGCAR3ITviEp2d89rCDrh.jpg,
130576.0,245703.0,Destino Especial,2016.0,Aventura|Drama|Ficção científica,"Alton (Jaeden Lieberher) é um garoto de oito anos que desenvolve poderes especiais, fazendo com que o pai (Michael Shannon) faça de tudo para protegê-lo. O que começou como uma corrida contra os religiosos extremistas e forças locais da lei, logo a notícia ganha proporções maiores, se espalhando pelos altos níveis do Governo Federal. O pai fará de tudo para proteger Alton e ajudar o mundo a ter um destino que pode mudá-lo para sempre.",8.972,112.0,Ele não é como nós.,6.2,1534.0,en,/w4JQZsRfvzWZjI3FOhPFyDmkXiK.jpg,/o6gCeg6QMa7HyPTEVqLycQW3LmZ.jpg,k162365
132520.0,333089.0,Bad Hurt,2016.0,Drama,"Elaine and Ed Kendall have more than their share of grief and suffering. Once a young couple in love they now struggle for a sense of stability in their Staten Island home. Their eldest son is suffering from the physical and psychological effects of war; his younger brother takes it upon himself to bring him peace and relief. Meanwhile, their special needs daughter brings another kind of chaos to the family. Even though Ed and Elaine explore options for her care, they’re really just hanging on to hope that things improve somehow.",1.609,100.0,,5.4,15.0,en,,/77Cea2Hdjmncy1BSre1lkCo2098.jpg,
132658.0,321030.0,One More Time,2016.0,Comedy|Drama|Music,"Beautiful aspiring rock star Jude is stuck in a rut - relegated to recording commercial jingles and lost in a series of one night stands. When she is evicted from her Brooklyn apartment, she is forced to move into the Hamptons home of her wealthy - and selfish - father Paul Lombard, an over-the-hill, Sinatra-esque crooner angling for a musical comeback.",5.372,98.0,The hardest act to follow is your father's.,5.2,43.0,en,/3WxwhEjfrSJko0o4KLMFVFYDoJA.jpg,/yrZ1azTISRD91tcYCeMk7lhhYgc.jpg,k18035
135141.0,262504.0,A Série Divergente: Convergente,2016.0,Aventura|Ficção científica|Ação|Mistério,"Tris e Quatro lideram um grupo de rebeldes em uma perigosa fuga pelo muro que cerca a cidade – a um estranho e novo mundo no qual enfrentam uma ameaça mais perigosa do que tudo o que poderiam imaginar. Juntos, eles travam uma batalha furiosa por sua sobrevivência, lutando não apenas pelas Facções, amigos e famílias, mas pelo futuro de uma cidade inteira.",42.952,121.0,Fuja do mundo que você conhece.,6.1,5535.0,en,/iUJybxWlnLBhreAaS1tgo3RRjmO.jpg,/hJdoZOYY4SFlYkcE43v0PHzvWQQ.jpg,k818
135143.0,259316.0,Animais Fantásticos e Onde Habitam,2016.0,Aventura|Fantasia,"O ano é 1926 e algo misterioso, que ameaça expor o mundo bruxo, está deixando rastros de destruição nas ruas de Nova York. Newt Scamander chega à cidade durante sua excursão mundial para pesquisar e resgatar criaturas mágicas quando o No-Maj Jacbob Kowalski deixa que alguns desses animais escapem acidentalmente da maleta mágica de Newt. Então um grupo de improváveis heróis precisa recuperá-los antes que eles possam causar mais estragos. Só que a missão desse corajoso grupo está prestes a esbarrar com as poderosas forças das trevas.",86.705,132.0,,7.4,15727.0,en,/8Qsr8pvDL3s1jNZQ4HK1d1Xlvnh.jpg,/sGkt9ekX5cgRYKRIiJM27Xp3piR.jpg,k2343
135436.0,328111.0,Pets: A Vida Secreta dos Bichos,2016.0,Aventura|Comédia|Animação|Família,"Max é um cachorrinho que mora em um apartamento de Manhattan. Quando seu dono traz para casa um vira-lata desleixado chamado Duke, Max não gosta nada, já que o seu tempo de bichinho de estimação favorito parece ter acabado. Mas logo eles vão ter que colocar as divergências de lado pois um coelhinho branco adorável chamado Snowball está construindo um exército de animais abandonados determinados a se vingar de todos os pets que tem dono.",20.8,87.0,Já imaginou o que seus bichinhos fazem quando você não está em casa?,6.2,6908.0,en,/nOK6mVgBUkt7IVSfesVVJd4i5uU.jpg,/xKpQ8fDDu1qCvBl5bF2vpsZPSUj.jpg,
135530.0,302156.0,Mente Criminosa,2016.0,Ação|Crime|Ficção científica,"Bill Pope (Ryan Reynolds) é um agente da CIA em meio a uma importante investigação. Ele acaba assassinado por um temível anarquista, deixando seus superiores na agência repletos de dúvidas sobre seu último caso, que envolvia a proteção de uma testemunha. Com a ajuda de um médico (Tommy Lee Jones), o chefe de Pope (Gary Oldman) transfere todos seus segredos, memórias, sentimentos e habilidades para prisioneiro imprevisível e perigoso (Kevin Costner). Instável, ele será a única solução da CIA para evitar consequências terríveis para os Estados Unidos e o mundo. Ao mesmo tempo em que tenta seguir sua vida, o criminoso terá que aprender a lidar com novos sentimentos, inclusive um certo carinho pela esposa (Gal Gadot) e pela filha do falecido agente.",13.008,113.0,A última esperança da CIA está em uma...,6.1,1328.0,en,/sKJOOzIR5oMiCeXC7gBxXgIDz9p.jpg,/60QTTSHQubpl4C78N6UWmb4TgQP.jpg,
