movieId,tmdbId,title,release_date,genres,overview,popularity,runtime,tagline,vote_average,vote_count,original_language,backdrop_path,poster_path,keywords
140956.0,333339.0,Jogador N° 1,2018.0,Ficção científica|Aventura|Ação,"Num futuro distópico, situado em 2044, Wade Watts, como o resto da humanidade, prefere a realidade virtual do jogo OASIS ao mundo real. No jogo, seus usuários devem descobrir a chave de um quebra-cabeça diabólico, baseado na cultura do final do século XX, para conquistar um prêmio de valor inestimável. Para vencê-lo, porém, Watts terá de abandonar a existência virtual e ceder a uma vida de amor e realidade da qual sempre tentou fugir.",130.848,140.0,Uma aventura muito além do mundo real.,7.6,12069.0,en,/dbrLfmFNFEJWv8rLnjpgCKlXWSy.jpg,/sN46sgCsWqwgHMu4mEtKJ19knVr.jpg,k818|k9673
143347.0,297802.0,Aquaman,2018.0,Ação|Aventura|Fantasia,"A cidade de Atlantis, que já foi lar de uma das mais avançadas civilizações do mundo, agora é um reino submerso dominado pelo ganancioso Rei Orm. Com um vasto exército a seu dispor, Orm planeja conquistar tanto os demais reinos do oceano, quanto o mundo da superfície. Em seu caminho está Aquaman, meio-humano e meio-atlante, e verdadeiro herdeiro do trono. Com a ajuda da princesa Mera, Aquaman precisa recuperar o lendário Tridente de Atlan e aceitar seu destino como protetor das profundezas.",77.712,143.0,O mar te chama.,6.9,10989.0,en,/9QusGjxcYvfPD1THg6oW3RLeNn7.jpg,/oB367uFcyU2uhGkFqo5RB4Evdji.jpg,k9715|k9717
159163.0,299782.0,O Outro Lado do Vento,2018.0,Drama,"J.J. Jake Hannaford (John Huston) é um consagrado diretor de cinema que enfrenta problemas para concluir seu último filme, ""O Outro Lado do Vento"", devido ao abandono repentino do protagonista, John Dale (Robert Random). Com o orçamento estourado e a pressão de executivos de Hollywood, Hannaford comemora seu aniversário em meio a amigos e inimigos, exibindo aos presentes o que já filmou até o momento.",6.348,122.0,,6.7,139.0,en,/uWK9aPrsbAGmx9RsQRKEVidU3w1.jpg,/kFky1paYEfHxfCYByEc9g7gn6Zk.jpg,k8201|k9755
159666.0,367153.0,Poor Boy,2018.0,Drama|Western,Two misfit brothers hustle cash and chase dreams in the desert. When a mysterious woman threatens to repo their beloved houseboat the brothers cook up an epic con to finally leave their dusty town and sail off on a beam of sunshine to California.,2.197,105.0,A different desert,5.0,2.0,en,/jNxWAEcGUHhswKxKP7fccdwUQ8K.jpg,/oxAGYHNQeScvCxZuhzMj0dRUEFp.jpg,
164262.0,381081.0,The Man from Mo'Wax,2018.0,Documentary|Music,"James Lavelle played his first DJ set at 14, launched pioneering record label Mo'Wax at 18 and released the genre defining UNKLE album Psyence Fiction at 22. His phenomenally rapid rise seemed limitless, but it's only when you're going so fast that the wheels fall off.  The Man from Mo’Wax tells the remarkable story of one of the most enigmatic yet influential figures in contemporary British culture. Unearthed from over 700 hours of footage including exclusive personal archive spanning three decades, we get the rare opportunity to watch a boy become a man in the world of music.  The result is an exhilarating, no holds-barred ride into the life of an extraordinary man and an equally extraordinary era, taking in some decidedly flawed decision-making (both personal and professional), Lavelle emerges as an innovative artist who thinks big and consistently overcomes adversity.",4.374,109.0,,6.6,8.0,en,/u4StmwoGv3cPMYCwUUtLvK6OILn.jpg,/pBIo7hJ73mrIgMf7Y6mZv750J4G.jpg,
168274.0,295011.0,Paciente Zero,2018.0,Terror|Thriller|Ação|Drama,"Em um mundo devastado pelo apocalipse zumbi, um homem com o poder especial de interagir com os mortos-vivos usa sua habilidade rara para tentar encontrar a cura para a companheira, que foi infectada.",18.376,90.0,,5.2,260.0,en,/kpjp9Wqj6U4wdv4oSEe9FLkNhaQ.jpg,/pEXBSBbnNXFP32ThEcNuWX5ZCnm.jpg,k12377
169658.0,415671.0,2307: Winter's Dream,2018.0,Science Fiction,"In 2307, a future soldier is sent on a mission to hunt down the leader of the humanoid rebellion.",2.722,101.0,The hunt is on,4.3,20.0,en,/u1tERbLDYPtgEaWSS9uJZrdCAkN.jpg,/UcvxcPbj2B6TZX5waHHDJDzvId.jpg,
170489.0,353066.0,O Desaparecimento de Sidney Hall,2018.0,Mistério|Drama,"Ao longo de 12 anos, e três fases de sua vida, Sidney Hall se apaixona, escreve o livro de uma geração e depois desaparece sem deixar rastros. Um detetive enigmático embarca em uma viagem para descobrir o mistério.",7.632,117.0,,6.7,184.0,en,/rMxgt25gIMAhqZzBgulyC4vqgpx.jpg,/yYjzK9xHgz96Y9k9sgnGIMrSAOp.jpg,
172391.0,390059.0,Permissão,2018.0,Comédia|Romance|Drama,"Um casal que sempre experimentou tudo juntos: o primeiro beijo, o primeiro relacionamento, o primeiro amor. No entanto, no dia do aniversário de 30 anos de Anna, um amigo da dupla propõe bêbado que eles deixem a relação tranquila e cada um experimente ficar com outras pessoas.",10.892,96.0,,5.0,121.0,en,/9XT13CpZWrnpcot8DCBupulkTVo.jpg,/oASzoTqt8LafgPIzfuzhgxV9SbJ.jpg,
173733.0,412059.0,Mobile Homes,2018.0,Drama,"In forgotten towns along the American border, a young mother drifts from one motel to the next with her intoxicating boyfriend and her 8-year-old son. The makeshift family scrapes by, living one hustle at a time, until the discovery of a mobile home community offers an alternative life.",1.746,105.0,How far would you go to find home?,6.2,23.0,en,/1a7v62EEhXwHdwMEG0d0lPjaD4M.jpg,/kOwKEJgpJnmnaa38ope1Mbld7tu.jpg,
