movieId,tmdbId,title,release_date,genres,overview,popularity,runtime,tagline,vote_average,vote_count,original_language,backdrop_path,poster_path,keywords
6712.0,66111.0,Luster,2010.0,Thriller,"Thomas Luster is a troubled businessman who tries to make sense of a life being driven out-of-control by a force closer to home than he first realizes. When he discovers that the man working against him is another side of his own personality he is forced to fight back against his manipulative alter-ego as murder, madness and mayhem combine to take Luster on the most bizarre and terrifying ride of his life.",3.073,0.0,Know Your Enemy,5.1,7.0,en,/oXlKJOEbj28ZMee4CiSawoJvEoA.jpg,/iJDGYqyCfMZEPx1QLkBl1bgtZsO.jpg,
73319.0,25195.0,Casa Comigo?,2010.0,Romance|Comédia,"Anna (Amy Adams) viaja a Dublin, Irlanda, para pedir o namorado Jeremy (Adam Scott) em casamento. Segundo a tradição local, o homem não pode recusar um pedido feito no dia 29 de fevereiro. Após contratempos na viagem, Anna vê-se obrigada a pegar carona com o charmoso e grosseiro Declan (Matthew Goode), dono de uma hospedaria. Logo, o que deveria ser uma simples travessia ganha rumos inesperados.",56.094,100.0,,6.9,1615.0,en,/6QwYCoxOAMW0AEpzoUikbwiGZ7x.jpg,/fsKP38fESXwpr8XbEuhnzJc4Yqp.jpg,k13027
73321.0,20504.0,O Livro de Eli,2010.0,Ação|Thriller|Ficção científica,"Trinta anos depois da guerra ter dizimado o mundo, um guerreiro solitário chamado Eli caminha por horizontes arruinados dando esperança para os que restaram. Apenas um outro homem compreende o poder de um livro que Eli carrega e está determinado a se apoderar dele. Apesar de Eli preferir a paz, ele arriscará a sua vida para proteger a sua carga preciosa, pois precisa cumprir o seu destino de ajudar a restaurar a humanidade.",24.876,118.0,Alguns vão matar para tê-lo. Ele vai matar para protegê-lo.,6.8,4807.0,en,/aPrrrGtSjXbw8XnpzsVJgF0ioq3.jpg,/hUS4hknUZGJKqdFWf04eNSaaRfC.jpg,
73929.0,22894.0,Legião,2010.0,Terror|Ação|Fantasia,"Deus perdeu a fé na humanidade e enviou o anjo Michael (Paul Bettany), juntamente com uma legião de anjos, para dar início ao apocalipse. Entretanto, ao chegar Michael resolve se opor às ordens recebidas e proteger os humanos. O palco da batalha será no interior dos Estados Unidos, onde fica uma lanchonete gerenciada por Bob Hanson (Dennis Quaid) e seu filho Jeep (Lucas Black). Juntamente com Charlie (Adrianne Palicki), uma garçonete grávida, e Percy Walker (Charles S. Dutton), eles precisam encontrar um meio para sobreviver aos anjos que desejam exterminá-los a todo custo.",275.582,100.0,O Céu vai transformar a Terra em um Inferno.,5.7,1906.0,en,/5739NMdQF4HObAywXCNzPar7HTt.jpg,/4w83G68shLcuFcHaWfdPxPu1pUA.jpg,k18034
74131.0,27569.0,Decisões Extremas,2010.0,Drama,Drama focado nos esforços do casal John e Aileen Crowley para encontrar um pesquisador que possa descobrir a cura para a doença genética rara de seus dois filhos,6.455,105.0,,6.2,230.0,en,/pvQXfATlhlLr6NFiIXkhbcOmds8.jpg,/9Wh61B9bQ0AfXIi3qnVEZZsT8kc.jpg,
74154.0,13477.0,Quando em Roma,2010.0,Comédia|Fantasia|Romance,"Beth Harper é uma bem-sucedida curadora de arte sem muita sorte no amor. Em Roma para o casamento da irmã, ela conhece o charmoso repórter Nick e visita a Fontana D'Amore, onde ao invés de jogar uma moeda como manda a tradição, decide roubar algumas que estavam no fundo. A partir de então vários homens passam a persegui-la dizendo-se apaixonados. Inclusive Nick.",10.918,91.0,,6.0,996.0,en,/aOpfWjifWK5l3DGRiXy1MpA42WY.jpg,/gAQVIp2hvxWLwxgouDNNS1Uc0QL.jpg,k9673
74156.0,12201.0,O Fim da Escuridão,2010.0,Crime|Drama|Mistério|Thriller,"Thomas (Mel Gibson) é um detetive policial que testemunha o assassinato da filha ativista na porta de sua casa. Perturbado pela perda e convencido de que ele era o alvo, Thomas parte para uma investigação obcecado por justiça. As evidências o levarão a descobrir um complexo esquema de corrupção envolvendo políticos e a indústria de armas nucleares norte americanas.",10.536,117.0,,6.3,1132.0,en,/eXVpAa5MLQalttIqiYfuEHZYIE9.jpg,/wilLtU5J83Ay8RalIzjzgXK511B.jpg,k9826
74450.0,32856.0,Idas e Vindas do Amor,2010.0,Comédia|Romance,"'Idas e Vindas do Amor' nos traz um elenco de grandes astros e estrelas vivendo as histórias de um grupo de moradores de Los Angeles com pouco em comum, cujas vidas se cruzam, em meio a romances e corações partidos, durante um Dia dos Namorados. Casados e solteiros vivenciam os altos e baixos de encontrar, manter ou terminar relacionamentos no Dia dos Namorados.",23.718,125.0,,5.9,2560.0,en,/sNsANx5OxYifdcW7UXbyL9GoMCO.jpg,/bqhBPzeb3t9hBHlZnpg2SetXgPj.jpg,
74452.0,7978.0,O Lobisomem,2010.0,Terror|História|Drama|Thriller,"O ator Lawrence Talbot (Benicio Del Toro), quando criança, sofreu com a morte de sua mãe e nunca mais voltou a morar com o pai (Anthony Hopkins). Mais de duas décadas depois do ocorrido, ele é chamado por sua futura cunhada Gwen Conliffe (Emily Blunt) para ajudá-la a encontrar o noivo desaparecido. Ao retornar para a casa do pai, Talbot acaba se envolvendo numa investigação sobre violentas mortes que acontecem nas noites de lua cheia, entrando em contato com o seu passado e descobrindo um segredo que mudará para sempre a sua vida.",25.839,102.0,,5.8,1505.0,en,/juIHQJjA9ByHQcG63Hy5eJbVMbc.jpg,/2lsbwPdWfnr3NwVfPzASZI8FJlK.jpg,k10541
74458.0,11324.0,Ilha do Medo,2010.0,Drama|Thriller|Mistério,"Na década de 50, a fuga de uma assassina leva o detetive Teddy Daniels e seu parceiro a investigarem o seu desaparecimento de um quarto trancado em um hospital psiquiátrico. Lá, uma rebelião se inicia e o agente terá que enfrentar seus próprios medos.",68.841,138.0,O medo é contagioso.,8.2,18690.0,en,/U8QRD7jvTXEYsUXq74IFKaSiL5.jpg,/erl801HYIodoIBGZeFk0GTwCUBh.jpg,k818
74530.0,32657.0,Percy Jackson e o Ladrão de Raios,2010.0,Aventura|Fantasia|Família,"Ambientado no mundo atual, onde os doze deuses do Olimpo (instalados 600 andares acima do planeta, no edifício Empire State Building, em Nova York) estão vivos e criando uma nova raça de jovens heróis mitológicos que são semideuses metade mortais, metade imortais, Zeus suspeita que Percy, filho adolescente de Poseidon, tenha roubado seu raio, a arma mais poderosa do universo. Para provar sua inocência e evitar uma guerra devastadora entre os deuses, Percy embarca numa odisséia transcontinental com o objetivo de encontrar o verdadeiro ladrão. Ao longo do caminho, ele enfrenta inimigos cruéis decididos a detê-lo, e salva sua mãe das garras assassinas de outro deus grego, Hades.",237.708,119.0,Mundos colidem,6.2,5986.0,en,/sEyNWq9985lyUrwayWnvicT4FHA.jpg,/nuQFRVgKAXZNmjJhNuPO0dXcZqn.jpg,k818|k1299
74532.0,23742.0,Tiras em Apuros,2010.0,Ação|Comédia|Crime,"Jimmy Monroe (Bruce Willis) é um detetive veterano, que está ocupado com os preparativos para o casamento da filha (Michelle Trachtenberg). Juntamente com Paul Hodges (Tracy Morgan), ele precisa investigar o roubo de um raro cartão de baseball de 1952. Só que Hodges tem outro motivo para se preocupar: a suposta infidelidade de Debbie (Rashida Jones), sua esposa.",10.534,107.0,,5.6,1168.0,en,/zOhAS0w8NbIMmfbe0Yom1xmCsBy.jpg,/n7jukP3epnOIMMVWEpj95pRvrWX.jpg,k6149|k13027
74545.0,11439.0,O Escritor Fantasma,2010.0,Thriller|Mistério,"Um escritor de sucesso concorda em finalizar as memórias de Adam Long, o ex-primeiro-ministro britânico, e seu editor lhe garante que é a maior oportunidade de sua vida. Mas o escritor começa a descobrir evidências sugerindo que seu predecessor sabia de um segredo sombrio de Long e pode ter sido morto para evitar que a verdade viesse à tona.",10.362,128.0,,6.8,1653.0,en,/dXWJ3cNNx3BOk124s7VT5xrklTI.jpg,/oQXYpkNeXvL2GeUzKNhM825nKnd.jpg,k818
74580.0,23172.0,Missão Quase Impossível,2010.0,Ação|Comédia|Família,"Bob Ho é um agente secreto da CIA, que decide largar o serviço para poder se dedicar mais a Gilliam, sua namorada. Bob deseja se casar com Gilliam mas antes tem uma missão complicada: conquistar Farren, Ian e Nora, os filhos dela. Ele tem sua grande chance quando Gilliam precisa viajar de última hora, deixando as crianças sob seus cuidados. Só que uma das crianças faz, por engano, o download de uma fórmula secreta que está no computador de Bob. Esta é a chance aguardada por seus inimigos para atacá-lo.",47.598,94.0,Vida de espião não é mole não...,5.8,981.0,en,/wgLiHsGHVqGfBPmJeATwWXTEA3W.jpg,/ccoL6SB1efI9epaLrqxwHVZ8uKN.jpg,
74595.0,41894.0,Blood Done Sign My Name,2010.0,Drama|Crime,A drama based on the true story in which a black Vietnam-era veteran is allegedly murdered by a local white businessman who is later exonerated. The plot focuses on the role of a local high school teacher and the civil unrest that followed the acquittal.,1.842,0.0,No one changes the world alone.,6.2,10.0,en,/nYnVbZ36UTNBDeRM09WJ646RL3l.jpg,/6aoc3MexldhKq65EmlosHMkUxgz.jpg,
74685.0,29427.0,A Epidemia,2010.0,Mistério|Terror|Ação,"A primavera acaba de chegar numa tranquila cidade do interior, onde a simplicidade toma conta das pessoas e suas rotinas. Mas neste ano, a estação trouxe algo além de flores. Misteriosamente, os moradores tornam-se pessoas silenciosas e extremamente agressivas!  O casal David (Timothy Olyphant) e Judy (Radha Mitchell) se vêem cercados por aqueles que um dia já foram seus vizinhos e amigos, mas agora vagam pela cidade com um único objetivo em mente: matar, destruir, aniquilar.",24.157,101.0,,6.2,1493.0,en,/6SuxHL3Ug0GfluH9983KkrCSKHo.jpg,/vjxdIDla7z1vNjXyUaBcV7yRzcc.jpg,
74688.0,22971.0,Querido John,2010.0,Drama|Romance|Guerra,"John Tyree (Channing Tatum) é um jovem soldado que está em casa, licenciado. Um dia ele conhece Savannah Curtis (Amanda Seyfried), uma universitária idealista em férias, por quem se apaixona. Eles iniciam um relacionamento, só que logo John precisará retornar ao trabalho. Dentro de um ano ele terminará o serviço militar, quando poderão enfim ficar juntos. Neste período eles trocam diversas cartas, onde cada um conta o que lhe acontece a cada dia.",14.044,115.0,O que você faria com uma carta que mudou tudo?,6.9,3583.0,en,/9lpGLWrRxpDlqvO5DVjYkJN1Gzz.jpg,/uD0p6CgVhBBJKiYFdqeU1C6PMmd.jpg,k818|k9673
74698.0,23023.0,O Fada do Dente,2010.0,Comédia|Família|Fantasia,"Derek Thompson (Dwayne Johnson) é um jogador de hóquei frustrado que só faz sucesso por causa de suas violentas faltas que, invariavelmente, arrancam um dente do adversário. Daí vem o apelido, dado pelo fãs, de Fada dos Dentes. Ele, porém, não acredita em lendas e quase conta para a pequena Tess (Destiny Whittlock), filha de sua namorada (Ashley Judd), que esse negócio de fada trocar dente por moeda é uma grande mentira. Como punição por ser um ""destruidor de sonhos"", Derek é transformado em uma fada do dente.",75.141,101.0,,5.5,1587.0,en,/qAsxETj5fhZkW00KOzhHB6XQkaJ.jpg,/hk67XO1Fa1TVU3hmdCMqsnil1Ox.jpg,
74789.0,12155.0,Alice no País das Maravilhas,2010.0,Família|Fantasia|Aventura,"A Alice de 19 anos de idade, que regressa ao excêntrico mundo que encontrou pela primeira vez quando era criança reunindo-se assim com os seus amigos de infância: o Coelho Branco, Tweedledee e Tweedledum, a Ratazana, a Lagarta, o Gato Cheshire, e claro, o Chapeleiro Louco. Alice embarca numa fantástica viagem para encontrar o seu verdadeiro destino e acabar com o reino de terror da Rainha Vermelha.",49.547,109.0,Você tem um encontro muito importante.,6.6,11613.0,en,/20pkC7yJdCV4J1IMKfsCT9QU7zV.jpg,/fjaiHtykx4LcHJLzhKhn7tNPpAj.jpg,k818
74795.0,22972.0,Zona Verde,2010.0,Guerra|Ação|Aventura|Drama|Thriller,"Bagdá, 2003. Roy Miller (Matt Damon) lidera uma equipe, a serviço da inteligência do exército, em busca de armas de destruição em massa no Iraque. Depois de algumas tentativas frustradas, o militar se vê diante de um cenário caótico entre seus compatriotas, o que o deixa dividido entre aplacar o anseio do governo de encontrar algo que justificasse a invasão ou descobrir a verdade dos fatos.",20.905,115.0,,6.5,1713.0,en,/3EE9h3xYxIastf5xVLbezH3eGps.jpg,/wfpGtqT5Jq52pCTPELLc9M5hy04.jpg,k13065
